Toll-like receptor signaling and regulation of intestinal immunity	virulence	4.216
Lipidoid Nanoparticles for siRNA Delivery to the Intestinal Epithelium: In Vitro Investigations in a Caco-2 Model	plos one	3.234
Pharmacodynamic modelling of in vitro activity of tetracycline against a representative, naturally occurring population of porcine Escherichia coli	acta veterinaria scandinavica	1.377
Inferring Dynamic Signatures of Microbes in Complex Host Ecosystems	plos computational biology	4.62
Selective oropharyngeal decontamination versus selective digestive decontamination in critically ill patients: a meta-analysis of randomized controlled trials	drug design, development and therapy	NO IMPACT
On the influence of the culture conditions in bacterial antifouling bioassays and biofilm properties: Shewanella algae, a case study	bmc microbiology	2.729
Blastocystis sp. in Irritable Bowel Syndrome (IBS) - Detection in Stool Aspirates during Colonoscopy	plos one	3.234
Molecular cloning and biochemical characterization of a novel erythrose reductase from Candida magnoliae JH110	microbial cell factories	4.221
The Role of Reticulate Evolution in Creating Innovation and Complexity	international journal of evolutionary biology	NO IMPACT
A new role for inflammasomes: sensing the disturbances in non-alcoholic fatty liver disease Inflammasome-mediated dysbiosis regulates progression of NAFLD and obesity	frontiers in physiology	3.534
Methanogens: Methane Producers of the Rumen and  Mitigation Strategies	archaea	NO IMPACT
Airway Microbiota and Pathogen Abundance in Age-Stratified Cystic Fibrosis Patients	plos one	3.234
Spatial Diversity of Bacterioplankton Communities in Surface Water of Northern South China Sea	plos one	3.234
Microbial Communities in the Upper Respiratory Tract of Patients with Asthma and Chronic Obstructive Pulmonary Disease	plos one	3.234
Influence of Fasting during Moult on the Faecal Microbiota of Penguins	plos one	3.234
Dietary differences are reflected on the gut prokaryotic community structure of wild and commercially reared sea bream (Sparus aurata)	microbiologyopen	2.213
Global Patterns of Abundance, Diversity and Community Structure of the Aminicenantes (Candidate Phylum OP8)	plos one	3.234
Temporal cytokine expression and the target organ attributes unravel novel aspects of autoimmune arthritis	the indian journal of medical research	NO IMPACT
Gut failure in critical care: old school versus new school	annals of gastroenterology : quarterly publication of the hellenic society of gastroenterology	NO IMPACT
Geriatric Respondents and Non-Respondents to Probiotic Intervention Can be Differentiated by Inherent Gut Microbiome Composition	frontiers in microbiology	3.989
The human gut sterolbiome: bile acid-microbiome endocrine aspects and therapeutics	acta pharmaceutica sinica. b	NO IMPACT
World Allergy Organization-McMaster University Guidelines for Allergic Disease Prevention (GLAD-P): Probiotics	the world allergy organization journal	NO IMPACT
Human Food Chain and Microorganisms: A Case of Co-Evolution	frontiers in microbiology	3.989
Triterpenoid-Rich Extract from Antrodia camphorata Improves Physical Fatigue and Exercise Performance in Mice	evidence-based complementary and alternative medicine : ecam	NO IMPACT
Characterization of the Fecal Microbiota Using High-Throughput Sequencing Reveals a Stable Microbial Community during Storage	plos one	3.234
Prokinetics in the Management of Functional Gastrointestinal Disorders	journal of neurogastroenterology and motility	2.296
Effects of Oral Administration of Chitin Nanofiber on Plasma Metabolites and Gut Microorganisms	international journal of molecular sciences	2.862
The Response of CD1d-Restricted Invariant NKT Cells to Microbial Pathogens and Their Products	frontiers in immunology	NO IMPACT
Social Interaction, Noise and Antibiotic-Mediated Switches in the Intestinal Microbiota	plos computational biology	4.62
Epigenome targeting by probiotic metabolites	gut pathogens	2.281
ChIP-seq and transcriptome analysis of the OmpR regulon of Salmonella enterica serovars Typhi and Typhimurium reveals accessory genes implicated in host colonization	molecular microbiology	4.419
Like Will to Like: Abundances of Closely Related Species Can Predict Susceptibility to Intestinal Colonization by Pathogenic and Commensal Bacteria	plos pathogens	7.562
Oral administration of Lactobacillus paracasei NCC 2461 for the modulation of grass pollen allergic rhinitis: a randomized, placebo-controlled study during the pollen season	clinical and translational allergy	NO IMPACT
Matrix metalloproteinase 9 contributes to gut microbe homeostasis in a model of
infectious colitis	bmc microbiology	2.729
Unique aspects of fiber degradation by the ruminal ethanologen Ruminococcus albus 7 revealed by physiological and transcriptomic analysis	bmc genomics	3.986
Late-onset neonatal sepsis: recent developments	archives of disease in childhood. fetal and neonatal edition	NO IMPACT
Deep Sequencing Analyses of Low Density Microbial Communities: Working at the Boundary of Accurate Microbiota Detection	plos one	3.234
Performance of VIDISCA-454 in Feces-Suspensions and Serum 	viruses	NO IMPACT
The Bacillus subtilis and Lactic Acid Bacteria Probiotics Influences Intestinal Mucin Gene Expression, Histomorphology and Growth Performance in Broilers	asian-australasian journal of animal sciences	0.541
High Nutrient Transport and Cycling Potential Revealed in the Microbial Metagenome of Australian Sea Lion (Neophoca cinerea) Faeces	plos one	3.234
A core gut microbiome in obese and lean twins	nature	41.456
Variable alterations of the microbiota, without metabolic or immunological change, following faecal microbiota transplantation in patients with chronic pouchitis	scientific reports	5.578
Influence of Trace Elements Mixture on Bacterial Diversity and Fermentation Characteristics of Liquid Diet Fermented with Probiotics under Air-Tight Condition	plos one	3.234
Host-microbe interactions in the gut of Drosophila melanogaster	frontiers in physiology	3.534
Bacterial Flora Changes in Conjunctiva of Rats with Streptozotocin-Induced Type I Diabetes	plos one	3.234
The Gut Microbiotassay: a high-throughput qPCR approach combinable with next generation sequencing to study gut microbial diversity	bmc genomics	3.986
Variations of Tongue Coating Microbiota in Patients with Gastric Cancer	biomed research international	1.579
Helicobacter pylori Colonization Ameliorates Glucose Homeostasis in Mice through a PPAR γ-Dependent Mechanism	plos one	3.234
Effects of dietary nutrients on volatile breath metabolites	journal of nutritional science	NO IMPACT
Allelic variation in Salmonella: an underappreciated driver of adaptation and virulence	frontiers in microbiology	3.989
Th17 Lymphocytes in Respiratory Syncytial Virus Infection	viruses	NO IMPACT
Global Metabolomics Reveals Urinary Biomarkers of Breast Cancer in a MCF-7 Xenograft Mouse Model	metabolites	NO IMPACT
Inflammation Drives Dysbiosis and Bacterial Invasion in Murine Models of Ileal Crohn’s Disease	plos one	3.234
Effects of Anti-diarrhoeal Herbs on Growth Performance, Nutrient Digestibility, and Meat Quality in Pigs	asian-australasian journal of animal sciences	0.541
16S rRNA gene-based analysis of fecal microbiota from preterm infants with and without necrotizing enterocolitis	the isme journal	NO IMPACT
High-throughput clone library analysis of the mucosa-associated microbiota reveals dysbiosis and differences between inflamed and non-inflamed regions of the intestine in inflammatory bowel disease	bmc microbiology	2.729
Novel Bacterial Taxa in the Human Microbiome	plos one	3.234
Dietary Inhibitors of Histone Deacetylases in Intestinal Immunity and Homeostasis	frontiers in immunology	NO IMPACT
Suppression of inflammation by helminths: a role for the gut microbiota?	philosophical transactions of the royal society b: biological sciences	NO IMPACT
Water Microbiology. Bacterial Pathogens and Water	international journal of environmental research and public health	2.063
Regulation of Intestinal Immune Responses through TLR Activation: Implications for Pro- and Prebiotics	frontiers in immunology	NO IMPACT
A metagenomic study of diet-dependent interaction between gut microbiota and host in infants reveals differences in immune response	genome biology	10.81
Lactobacillus casei-01 Facilitates the Ameliorative Effects of Proanthocyanidins Extracted from Lotus Seedpod on Learning and Memory Impairment in Scopolamine-Induced Amnesia Mice	plos one	3.234
Phage-mediated Dispersal of Biofilm and Distribution of Bacterial Virulence Genes Is Induced by Quorum Sensing	plos pathogens	7.562

					Clostridium difficile Infection and Inflammatory Bowel Disease: A Review	gastroenterology research and practice	1.749
Epitope Analysis of the Collagen Type V-Specific T Cell Response in Lung Transplantation Reveals an HLA-DRB1*15 Bias in Both Recipient and Donor	plos one	3.234
Probiotic Treatment Decreases the Number of CD14-Expressing Cells in Porcine Milk Which Correlates with Several Intestinal Immune Parameters in the Piglets	frontiers in immunology	NO IMPACT
Differential responses of gut microbiota to the same prebiotic formula in oligotrophic and eutrophic batch fermentation systems	scientific reports	5.578
Lactobacillus casei reduces susceptibility to type 2 diabetes via microbiota-mediated body chloride ion influx	scientific reports	5.578
Propensity to high-fat diet-induced obesity in mice is associated with the indigenous opportunistic bacteria on the interior of Peyer’s patches	journal of clinical biochemistry and nutrition	2.19
Effects of Nitrate Addition on Rumen Fermentation, Bacterial Biodiversity and Abundance	asian-australasian journal of animal sciences	0.541
Faecalibacterium prausnitzii Inhibits Interleukin-17 to Ameliorate Colorectal Colitis in Rats	plos one	3.234
Causes of metabolic syndrome and obesity-related co-morbidities Part 1: A composite unifying theory review of human-specific co-adaptations to brain energy consumption	archives of public health	NO IMPACT
Escherichia coli and Sudden Infant Death Syndrome	frontiers in immunology	NO IMPACT
B Cells Modulate Mucosal Associated Invariant T Cell Immune Responses	frontiers in immunology	NO IMPACT
CD73 Is Critical for the Resolution of Murine Colonic Inflammation	journal of biomedicine and biotechnology	3.169
Supplementation of Lactobacillus curvatus HY7601 and Lactobacillus plantarum KY1032 in Diet-Induced Obese Mice Is Associated with Gut Microbial Changes and Reduction in Obesity	plos one	3.234
A Role for the Non-Canonical Wnt-β-Catenin and TGF-β Signaling Pathways in the Induction of Tolerance during the Establishment of a Salmonella enterica Serovar Enteritidis Persistent Cecal Infection in Chickens	frontiers in veterinary science	NO IMPACT
In this issue of Adipocyte	adipocyte	NO IMPACT
Specific detection of OCT4 isoforms in inflammatory bowel disease	gut pathogens	2.281
Whey peptide-based enteral diet attenuated elastase-induced emphysema with increase in short chain fatty acids in mice	bmc pulmonary medicine	2.404
Effect of Dietary l-arabinose on the Intestinal Microbiota and Metabolism of Dietary Daidzein in Adult Mice	bioscience of microbiota, food and health	NO IMPACT
Research progress on the anticarcinogenic actions and mechanisms of ellagic acid	cancer biology & medicine	NO IMPACT
The culturable intestinal microbiota of triploid and diploid juvenile Atlantic salmon (Salmo salar) - a comparison of composition and drug resistance	bmc veterinary research	1.777
